index ;year;month;day;t_min;t_mean;t_max;date
32583;2002;1;11;-3.5;-1.4;0.6;11.01.2002
32583;2002;1;12;-2.8;-0.7;0.7;12.01.2002
32583;2002;1;13;-5.9;-3.6;-1.5;13.01.2002
32583;2002;1;14;-8.1;-5.6;-4.2;14.01.2002
32583;2002;1;15;-9.0;-7.8;-5.5;15.01.2002
32583;2002;1;16;-13.7;-11.0;-7.9;16.01.2002
32583;2002;1;17;-15.2;-12.2;-9.3;17.01.2002
32583;2002;1;18;-13.7;-10.9;-7.9;18.01.2002
32583;2002;1;19;-13.8;-9.3;-5.8;19.01.2002
32583;2002;1;20;-15.8;-12.4;-7.6;20.01.2002
32583;2002;1;21;-15.8;-12.3;-8.8;21.01.2002
32583;2002;1;22;-18.7;-14.8;-11.1;22.01.2002
32583;2002;1;23;-13.0;-7.2;-0.5;23.01.2002
32583;2002;1;24;-4.0;-0.9;1.0;24.01.2002
32583;2002;1;25;-9.5;-6.6;-1.8;25.01.2002
32583;2002;1;26;-7.6;-6.1;-3.8;26.01.2002
32583;2002;1;27;-13.8;-9.5;-4.6;27.01.2002
32583;2002;1;28;-10.8;-8.6;-6.5;28.01.2002
32583;2002;1;29;-12.2;-6.3;-0.8;29.01.2002
32583;2002;1;30;-3.3;-1.6;0.3;30.01.2002
32583;2002;1;31;-6.7;-4.8;-2.0;31.01.2002
32583;2002;2;1;-10.6;-8.5;-6.1;01.02.2002
32583;2002;2;2;-11.9;-10.5;-7.7;02.02.2002
32583;2002;2;3;-11.5;-9.9;-7.0;03.02.2002
32583;2002;2;4;-12.4;-8.9;-5.2;04.02.2002
32583;2002;2;5;-7.1;-4.8;-1.6;05.02.2002
32583;2002;2;6;-7.0;-6.0;-4.0;06.02.2002
32583;2002;2;7;-11.3;-8.7;-6.0;07.02.2002
32583;2002;2;8;-9.4;-7.5;-5.4;08.02.2002
32583;2002;2;9;-5.6;-2.6;0.1;09.02.2002
32583;2002;2;10;-2.8;-2.0;-0.8;10.02.2002
32583;2002;2;11;-5.1;-3.6;-2.3;11.02.2002
32583;2002;2;12;-5.1;-3.9;-2.9;12.02.2002
32583;2002;2;13;-8.8;-6.0;-4.0;13.02.2002
32583;2002;2;14;-14.3;-9.7;-6.5;14.02.2002
32583;2002;2;15;-12.2;-6.3;-1.6;15.02.2002
32583;2002;2;16;-5.8;-3.4;-1.1;16.02.2002
32583;2002;2;17;-7.0;-4.7;-2.4;17.02.2002
32583;2002;2;18;-8.1;-4.9;-2.1;18.02.2002
32583;2002;2;19;-8.3;-6.7;-3.2;19.02.2002
32583;2002;2;20;-10.6;-7.8;-4.6;20.02.2002
32583;2002;2;21;-10.7;-7.3;-2.6;21.02.2002
32583;2002;2;22;-8.5;-6.6;-3.6;22.02.2002
32583;2002;2;23;-11.4;-8.4;-5.7;23.02.2002
32583;2002;2;24;-13.3;-9.7;-6.6;24.02.2002
32583;2002;2;25;-9.1;-7.3;-5.9;25.02.2002
32583;2002;2;26;-7.9;-6.6;-4.5;26.02.2002
32583;2002;2;27;-9.7;-7.7;-5.0;27.02.2002
32583;2002;2;28;-11.1;-8.6;-5.3;28.02.2002
32583;2002;3;1;-12.1;-7.3;-0.8;01.03.2002
32583;2002;3;2;-10.1;-6.2;-1.4;02.03.2002
32583;2002;3;3;-10.7;-8.2;-5.0;03.03.2002
32583;2002;3;4;-11.3;-9.8;-7.5;04.03.2002
32583;2002;3;5;-14.1;-11.6;-8.4;05.03.2002
32583;2002;3;6;-14.9;-12.0;-8.4;06.03.2002
32583;2002;3;7;-14.2;-9.8;-1.7;07.03.2002
32583;2002;3;8;-2.9;-1.9;-0.7;08.03.2002
32583;2002;3;9;-3.9;-2.3;-1.2;09.03.2002
32583;2002;3;10;-5.3;-3.6;-1.6;10.03.2002
32583;2002;3;11;-5.8;-3.9;-1.3;11.03.2002
32583;2002;3;12;-5.8;-2.8;0.8;12.03.2002
32583;2002;3;13;-5.4;-3.3;-1.7;13.03.2002
32583;2002;3;14;-7.8;-5.1;-2.9;14.03.2002
32583;2002;3;15;-8.3;-6.7;-4.6;15.03.2002
32583;2002;3;16;-6.0;-3.4;-0.7;16.03.2002
32583;2002;3;17;-6.9;-5.5;-3.4;17.03.2002
32583;2002;3;18;-6.6;-4.3;-1.4;18.03.2002
32583;2002;3;19;-8.3;-5.6;-2.8;19.03.2002
32583;2002;3;20;-8.3;-6.2;-3.7;20.03.2002
32583;2002;3;21;-9.1;-5.5;-1.5;21.03.2002
32583;2002;3;22;-7.2;-3.7;-0.4;22.03.2002
32583;2002;3;23;-2.1;-0.9;0.6;23.03.2002
32583;2002;3;24;-3.8;-1.9;0.1;24.03.2002
32583;2002;3;25;-3.1;-1.1;03.янв;25.03.2002
32583;2002;3;26;-4.7;-1.9;0.8;26.03.2002
32583;2002;3;27;-5.8;-2.9;-0.6;27.03.2002
32583;2002;3;28;-1.5;0.5;01.май;28.03.2002
32583;2002;3;29;-3.4;-0.5;01.июл;29.03.2002
32583;2002;3;30;-4.4;-2.1;0.3;30.03.2002
32583;2002;3;31;-5.5;-2.3;0.1;31.03.2002
32583;2002;4;1;-0.5;0.3;02.июн;01.04.2002
32583;2002;4;2;-3.2;-0.9;01.янв;02.04.2002
32583;2002;4;3;-1.5;-0.2;02.мар;03.04.2002
32583;2002;4;4;-0.8;0.1;02.фев;04.04.2002
32583;2002;4;5;0.3;01.апр;03.янв;05.04.2002
32583;2002;4;6;-1.8;-0.5;01.авг;06.04.2002
32583;2002;4;7;-1.0;01.июл;04.апр;07.04.2002
32583;2002;4;8;0.8;02.мар;04.фев;08.04.2002
32583;2002;4;9;-0.4;01.апр;03.сен;09.04.2002
32583;2002;4;10;-0.7;-0.2;0.6;10.04.2002
32583;2002;4;11;-0.3;0.3;01.фев;11.04.2002
32583;2002;4;12;-2.5;01.фев;06.апр;12.04.2002
32583;2002;4;13;-1.2;0.7;03.сен;13.04.2002
32583;2002;4;14;-1.1;02.мар;05.июн;14.04.2002
32583;2002;4;15;1.0;03.мар;07.мар;15.04.2002
32583;2002;4;16;-1.6;-0.2;03.май;16.04.2002
32583;2002;4;17;-1.0;0.4;04.янв;17.04.2002
32583;2002;4;18;-1.7;-0.6;01.июл;18.04.2002
32583;2002;4;19;-2.2;-0.9;02.янв;19.04.2002
32583;2002;4;20;-1.9;0.2;03.июн;20.04.2002
32583;2002;4;21;-1.5;0.4;3.0;21.04.2002
32583;2002;4;22;-1.2;01.сен;06.июл;22.04.2002
32583;2002;4;23;0.3;0.9;02.май;23.04.2002
32583;2002;4;24;0.5;03.янв;08.фев;24.04.2002
32583;2002;4;25;0.6;04.мар;09.авг;25.04.2002
32583;2002;4;26;02.апр;03.июн;07.фев;26.04.2002
32583;2002;4;27;0.0;3.0;6.0;27.04.2002
32583;2002;4;28;01.мар;05.янв;07.сен;28.04.2002
32583;2002;4;29;01.июл;03.авг;09.апр;29.04.2002
32583;2002;4;30;-1.0;01.сен;05.июл;30.04.2002
32583;2002;5;1;-0.5;02.июн;06.апр;01.05.2002
32583;2002;5;2;0.6;02.авг;06.фев;02.05.2002
32583;2002;5;3;-0.6;03.фев;07.сен;03.05.2002
32583;2002;5;4;02.апр;6.0;09.июн;04.05.2002
32583;2002;5;5;0.9;03.июл;07.июн;05.05.2002
32583;2002;5;6;0.3;01.май;04.янв;06.05.2002
32583;2002;5;7;0.5;02.апр;05.май;07.05.2002
32583;2002;5;8;01.сен;04.сен;06.сен;08.05.2002
32583;2002;5;9;2.0;06.мар;11.сен;09.05.2002
32583;2002;5;10;05.май;8.0;12.мар;10.05.2002
32583;2002;5;11;01.июл;04.сен;8.0;11.05.2002
32583;2002;5;12;04.янв;08.сен;14.авг;12.05.2002
32583;2002;5;13;4.0;07.сен;12.авг;13.05.2002
32583;2002;5;14;04.апр;10.апр;19.мар;14.05.2002
32583;2002;5;15;5.0;9.0;15.авг;15.05.2002
32583;2002;5;16;02.сен;06.июн;11.0;16.05.2002
32583;2002;5;17;02.янв;10.0;14.июл;17.05.2002
32583;2002;5;18;3.0;06.мар;12.сен;18.05.2002
32583;2002;5;19;01.сен;07.апр;11.сен;19.05.2002
32583;2002;5;20;05.фев;09.авг;14.май;20.05.2002
32583;2002;5;21;4.0;09.фев;17.май;21.05.2002
32583;2002;5;22;03.мар;07.янв;12.май;22.05.2002
32583;2002;5;23;3.0;04.сен;08.янв;23.05.2002
32583;2002;5;24;03.янв;06.июн;09.авг;24.05.2002
32583;2002;5;25;5.0;10.сен;16.сен;25.05.2002
32583;2002;5;26;05.июл;10.фев;14.май;26.05.2002
32583;2002;5;27;04.июл;06.апр;09.июл;27.05.2002
32583;2002;5;28;4.0;05.июл;9.0;28.05.2002
32583;2002;5;29;3.0;05.мар;09.янв;29.05.2002
32583;2002;5;30;04.мар;7.0;13.0;30.05.2002
32583;2002;5;31;5.0;07.мар;12.фев;31.05.2002
32583;2002;6;1;04.сен;08.авг;12.апр;01.06.2002
32583;2002;6;2;04.сен;07.сен;12.авг;02.06.2002
32583;2002;6;3;04.сен;05.сен;07.янв;03.06.2002
32583;2002;6;4;05.июн;07.мар;08.авг;04.06.2002
32583;2002;6;5;05.янв;07.май;11.фев;05.06.2002
32583;2002;6;6;05.фев;8.0;12.0;06.06.2002
32583;2002;6;7;6.0;10.мар;14.июл;07.06.2002
32583;2002;6;8;07.фев;12.мар;15.авг;08.06.2002
32583;2002;6;9;6.0;09.мар;13.апр;09.06.2002
32583;2002;6;10;05.янв;06.фев;07.фев;10.06.2002
32583;2002;6;11;5.0;06.апр;07.авг;11.06.2002
32583;2002;6;12;05.июн;08.янв;12.июн;12.06.2002
32583;2002;6;13;05.сен;07.май;10.апр;13.06.2002
32583;2002;6;14;05.июн;08.июн;13.0;14.06.2002
32583;2002;6;15;06.апр;09.сен;14.янв;15.06.2002
32583;2002;6;16;06.июн;10.июл;15.янв;16.06.2002
32583;2002;6;17;07.янв;09.май;13.май;17.06.2002
32583;2002;6;18;06.сен;08.мар;10.май;18.06.2002
32583;2002;6;19;06.фев;08.фев;12.янв;19.06.2002
32583;2002;6;20;05.июл;08.июл;12.июн;20.06.2002
32583;2002;6;21;06.апр;08.сен;15.0;21.06.2002
32583;2002;6;22;04.авг;06.авг;10.мар;22.06.2002
32583;2002;6;23;04.июн;06.авг;09.авг;23.06.2002
32583;2002;6;24;4.0;05.сен;09.фев;24.06.2002
32583;2002;6;25;04.май;06.июн;10.фев;25.06.2002
32583;2002;6;26;04.июн;08.май;14.авг;26.06.2002
32583;2002;6;27;04.фев;06.сен;10.сен;27.06.2002
32583;2002;6;28;05.авг;11.мар;16.авг;28.06.2002
32583;2002;6;29;09.янв;13.апр;17.май;29.06.2002
32583;2002;6;30;07.май;09.июл;13.мар;30.06.2002
32583;2002;7;1;05.июл;08.янв;10.май;01.07.2002
32583;2002;7;2;07.янв;08.фев;10.мар;02.07.2002
32583;2002;7;3;06.авг;08.апр;11.апр;03.07.2002
32583;2002;7;4;08.мар;10.мар;13.сен;04.07.2002
32583;2002;7;5;09.июн;13.мар;19.мар;05.07.2002
32583;2002;7;6;11.июн;15.апр;18.июн;06.07.2002
32583;2002;7;7;10.июн;14.0;19.янв;07.07.2002
32583;2002;7;8;05.июл;08.авг;13.апр;08.07.2002
32583;2002;7;9;04.авг;06.авг;10.авг;09.07.2002
32583;2002;7;10;04.фев;07.июл;13.июл;10.07.2002
32583;2002;7;11;05.июн;08.фев;12.фев;11.07.2002
32583;2002;7;12;07.май;10.июн;15.авг;12.07.2002
32583;2002;7;13;06.апр;09.сен;15.май;13.07.2002
32583;2002;7;14;07.июл;09.фев;13.мар;14.07.2002
32583;2002;7;15;07.фев;10.янв;14.июл;15.07.2002
32583;2002;7;16;9.0;10.сен;15.0;16.07.2002
32583;2002;7;17;08.авг;09.май;10.июн;17.07.2002
32583;2002;7;18;09.апр;11.май;14.июн;18.07.2002
32583;2002;7;19;14.мар;16.янв;18.фев;19.07.2002
32583;2002;7;20;10.0;13.фев;17.авг;20.07.2002
32583;2002;7;21;08.мар;10.апр;15.фев;21.07.2002
32583;2002;7;22;07.авг;11.мар;15.июн;22.07.2002
32583;2002;7;23;09.май;13.0;17.сен;23.07.2002
32583;2002;7;24;11.янв;15.июл;21.фев;24.07.2002
32583;2002;7;25;13.май;17.фев;21.фев;25.07.2002
32583;2002;7;26;10.фев;13.сен;19.июн;26.07.2002
32583;2002;7;27;9.0;10.апр;12.янв;27.07.2002
32583;2002;7;28;09.авг;11.янв;12.мар;28.07.2002
32583;2002;7;29;09.май;13.фев;17.апр;29.07.2002
32583;2002;7;30;10.сен;13.0;16.авг;30.07.2002
32583;2002;7;31;09.май;12.янв;15.мар;31.07.2002
32583;2002;8;1;08.июн;10.июн;14.мар;01.08.2002
32583;2002;8;2;08.фев;08.сен;09.сен;02.08.2002
32583;2002;8;3;9.0;10.0;10.июн;03.08.2002
32583;2002;8;4;9.0;11.янв;13.апр;04.08.2002
32583;2002;8;5;09.июн;10.июн;12.сен;05.08.2002
32583;2002;8;6;08.июн;11.0;14.июл;06.08.2002
32583;2002;8;7;08.мар;10.мар;14.фев;07.08.2002
32583;2002;8;8;09.май;10.авг;14.янв;08.08.2002
32583;2002;8;9;09.июн;10.апр;11.фев;09.08.2002
32583;2002;8;10;09.май;10.май;13.0;10.08.2002
32583;2002;8;11;09.фев;10.июн;13.фев;11.08.2002
32583;2002;8;12;08.сен;13.май;19.сен;12.08.2002
32583;2002;8;13;10.апр;12.июл;16.июл;13.08.2002
32583;2002;8;14;10.0;10.июл;11.авг;14.08.2002
32583;2002;8;15;09.фев;10.янв;11.май;15.08.2002
32583;2002;8;16;08.июн;10.июн;14.0;16.08.2002
32583;2002;8;17;7.0;09.сен;12.0;17.08.2002
32583;2002;8;18;10.мар;12.авг;16.сен;18.08.2002
32583;2002;8;19;10.июн;12.июл;17.июн;19.08.2002
32583;2002;8;20;10.0;10.июл;11.янв;20.08.2002
32583;2002;8;21;09.фев;09.авг;10.авг;21.08.2002
32583;2002;8;22;9.0;10.мар;12.май;22.08.2002
32583;2002;8;23;8.0;11.мар;15.фев;23.08.2002
32583;2002;8;24;5.0;10.авг;16.сен;24.08.2002
32583;2002;8;25;09.май;12.апр;15.сен;25.08.2002
32583;2002;8;26;09.фев;10.апр;12.мар;26.08.2002
32583;2002;8;27;08.янв;12.0;17.фев;27.08.2002
32583;2002;8;28;10.авг;13.май;18.апр;28.08.2002
32583;2002;8;29;09.фев;11.сен;16.0;29.08.2002
32583;2002;8;30;08.авг;14.0;19.мар;30.08.2002
32583;2002;8;31;11.май;14.май;19.май;31.08.2002
32583;2002;9;1;11.авг;14.май;18.июн;01.09.2002
32583;2002;9;2;10.сен;14.янв;17.авг;02.09.2002
32583;2002;9;3;09.авг;10.сен;14.авг;03.09.2002
32583;2002;9;4;09.авг;12.сен;16.мар;04.09.2002
32583;2002;9;5;11.сен;13.0;14.июл;05.09.2002
32583;2002;9;6;09.апр;13.июл;17.мар;06.09.2002
32583;2002;9;7;08.июн;13.янв;17.июл;07.09.2002
32583;2002;9;8;09.июл;12.июл;17.0;08.09.2002
32583;2002;9;9;9.0;10.янв;11.июл;09.09.2002
32583;2002;9;10;10.апр;11.янв;11.авг;10.09.2002
32583;2002;9;11;08.сен;11.мар;16.май;11.09.2002
32583;2002;9;12;08.май;11.фев;15.0;12.09.2002
32583;2002;9;13;09.янв;11.0;15.0;13.09.2002
32583;2002;9;14;07.июл;11.сен;16.мар;14.09.2002
32583;2002;9;15;09.июн;13.июн;18.сен;15.09.2002
32583;2002;9;16;9.0;12.июл;17.авг;16.09.2002
32583;2002;9;17;10.0;13.мар;19.0;17.09.2002
32583;2002;9;18;09.июл;12.июн;19.янв;18.09.2002
32583;2002;9;19;09.фев;10.апр;11.авг;19.09.2002
32583;2002;9;20;08.июн;11.апр;17.0;20.09.2002
32583;2002;9;21;08.янв;11.май;15.0;21.09.2002
32583;2002;9;22;6.0;09.мар;13.авг;22.09.2002
32583;2002;9;23;05.май;08.июн;12.июл;23.09.2002
32583;2002;9;24;6.0;08.июн;13.фев;24.09.2002
32583;2002;9;25;04.фев;08.июн;13.мар;25.09.2002
32583;2002;9;26;5.0;09.янв;12.мар;26.09.2002
32583;2002;9;27;07.май;10.сен;15.мар;27.09.2002
32583;2002;9;28;07.июн;09.июн;12.мар;28.09.2002
32583;2002;9;29;04.июн;08.мар;13.0;29.09.2002
32583;2002;9;30;2.0;06.мар;11.июл;30.09.2002
32583;2002;10;1;06.мар;09.май;12.0;01.10.2002
32583;2002;10;2;05.май;08.июн;13.0;02.10.2002
32583;2002;10;3;03.июн;6.0;08.апр;03.10.2002
32583;2002;10;4;05.мар;07.янв;09.авг;04.10.2002
32583;2002;10;5;05.авг;06.май;9.0;05.10.2002
32583;2002;10;6;05.май;06.фев;7.0;06.10.2002
32583;2002;10;7;05.июл;06.авг;08.мар;07.10.2002
32583;2002;10;8;06.апр;07.фев;07.сен;08.10.2002
32583;2002;10;9;4.0;6.0;07.авг;09.10.2002
32583;2002;10;10;06.фев;07.фев;9.0;10.10.2002
32583;2002;10;11;04.мар;05.июл;07.июн;11.10.2002
32583;2002;10;12;2.0;04.фев;7.0;12.10.2002
32583;2002;10;13;1.0;04.фев;08.июл;13.10.2002
32583;2002;10;14;02.июл;5.0;07.июн;14.10.2002
32583;2002;10;15;04.фев;05.янв;6.0;15.10.2002
32583;2002;10;16;2.0;04.май;08.май;16.10.2002
32583;2002;10;17;-0.1;03.июл;06.мар;17.10.2002
32583;2002;10;18;01.июл;4.0;06.апр;18.10.2002
32583;2002;10;19;02.апр;4.0;05.июл;19.10.2002
32583;2002;10;20;03.май;05.янв;07.фев;20.10.2002
32583;2002;10;21;02.май;04.май;06.июл;21.10.2002
32583;2002;10;22;01.апр;03.июл;07.июн;22.10.2002
32583;2002;10;23;01.мар;03.янв;05.июл;23.10.2002
32583;2002;10;24;-0.3;02.май;07.янв;24.10.2002
32583;2002;10;25;-1.0;1.0;04.янв;25.10.2002
32583;2002;10;26;-2.3;-0.1;03.май;26.10.2002
32583;2002;10;27;-3.4;-0.1;03.май;27.10.2002
32583;2002;10;28;-0.7;0.7;02.янв;28.10.2002
32583;2002;10;29;-0.4;01.июн;03.июн;29.10.2002
32583;2002;10;30;-0.3;02.фев;05.янв;30.10.2002
32583;2002;10;31;-0.5;1.0;03.май;31.10.2002
32583;2002;11;1;-2.2;-0.1;02.июл;01.11.2002
32583;2002;11;2;-4.0;-0.9;02.июн;02.11.2002
32583;2002;11;3;0.5;03.май;04.авг;03.11.2002
32583;2002;11;4;4.0;05.мар;07.фев;04.11.2002
32583;2002;11;5;02.авг;04.май;07.май;05.11.2002
32583;2002;11;6;01.янв;02.июл;05.сен;06.11.2002
32583;2002;11;7;-1.2;0.3;02.апр;07.11.2002
32583;2002;11;8;-3.3;-1.2;01.сен;08.11.2002
32583;2002;11;9;-4.6;-1.9;03.фев;09.11.2002
32583;2002;11;10;02.сен;04.авг;07.май;10.11.2002
32583;2002;11;11;02.апр;03.апр;05.мар;11.11.2002
32583;2002;11;12;01.июн;03.янв;05.апр;12.11.2002
32583;2002;11;13;01.сен;03.фев;04.апр;13.11.2002
32583;2002;11;14;01.авг;03.фев;07.фев;14.11.2002
32583;2002;11;15;0.0;0.7;03.апр;15.11.2002
32583;2002;11;16;-2.4;-0.5;1.0;16.11.2002
32583;2002;11;17;-5.5;-2.9;-1.4;17.11.2002
32583;2002;11;18;-6.0;-4.4;-1.7;18.11.2002
32583;2002;11;19;-9.4;-4.7;-1.5;19.11.2002
32583;2002;11;20;-2.6;-1.5;-0.5;20.11.2002
32583;2002;11;21;-4.6;-3.3;-1.2;21.11.2002
32583;2002;11;22;-6.9;-5.0;0.0;22.11.2002
32583;2002;11;23;-6.4;-5.1;-3.0;23.11.2002
32583;2002;11;24;-6.9;-6.1;-4.5;24.11.2002
32583;2002;11;25;-5.0;-3.6;-2.0;25.11.2002
32583;2002;11;26;-7.7;-5.8;-3.6;26.11.2002
32583;2002;11;27;-9.5;-6.9;-5.1;27.11.2002
32583;2002;11;28;-7.4;-4.6;-2.5;28.11.2002
32583;2002;11;29;-4.9;-2.9;-1.7;29.11.2002
32583;2002;11;30;-9.9;-6.5;-3.8;30.11.2002
32583;2002;12;1;-9.4;-7.4;-5.5;01.12.2002
32583;2002;12;2;-8.9;-6.9;-3.0;02.12.2002
32583;2002;12;3;-6.3;-4.6;-2.3;03.12.2002
32583;2002;12;4;-6.8;-4.5;-2.0;04.12.2002
32583;2002;12;5;-6.9;-5.6;-3.6;05.12.2002
32583;2002;12;6;-6.5;-2.3;-0.6;06.12.2002
32583;2002;12;7;-2.9;-0.4;2.0;07.12.2002
32583;2002;12;8;-4.3;-1.6;0.5;08.12.2002
32583;2002;12;9;-2.9;-1.8;-0.5;09.12.2002
32583;2002;12;10;-4.3;-3.0;-1.3;10.12.2002
32583;2002;12;11;-8.1;-5.3;-2.0;11.12.2002
32583;2002;12;12;-8.8;-6.8;-4.7;12.12.2002
32583;2002;12;13;-7.0;-6.0;-4.4;13.12.2002
32583;2002;12;14;-8.2;-6.4;-4.0;14.12.2002
32583;2002;12;15;-8.3;-6.4;-4.8;15.12.2002
32583;2002;12;16;-8.4;-6.3;-4.5;16.12.2002
32583;2002;12;17;-9.5;-7.8;-5.6;17.12.2002
32583;2002;12;18;-12.9;-11.4;-8.7;18.12.2002
32583;2002;12;19;-12.1;-10.2;-5.7;19.12.2002
32583;2002;12;20;-10.8;-8.9;-6.6;20.12.2002
32583;2002;12;21;-9.1;-7.7;-4.9;21.12.2002
32583;2002;12;22;-9.4;-7.7;-5.8;22.12.2002
32583;2002;12;23;-9.3;-8.2;-6.2;23.12.2002
32583;2002;12;24;-10.8;-9.5;-7.4;24.12.2002
32583;2002;12;25;-11.4;-9.8;-7.8;25.12.2002
32583;2002;12;26;-10.9;-9.6;-8.1;26.12.2002
32583;2002;12;27;-13.2;-7.9;-2.3;27.12.2002
32583;2002;12;28;-3.9;-2.8;-1.9;28.12.2002
32583;2002;12;29;-5.6;-4.5;-2.9;29.12.2002
32583;2002;12;30;-4.9;-1.3;01.фев;30.12.2002
32583;2002;12;31;-4.7;-2.3;-0.6;31.12.2002
32583;2003;1;1;-5.9;-4.1;-1.1;01.01.2003
32583;2003;1;2;-5.5;-5.1;-4.2;02.01.2003
32583;2003;1;3;-7.7;-5.8;-4.0;03.01.2003
32583;2003;1;4;-10.9;-8.7;-6.1;04.01.2003
32583;2003;1;5;-12.8;-9.7;-5.4;05.01.2003
32583;2003;1;6;-6.0;-4.4;-1.8;06.01.2003
32583;2003;1;7;-6.2;-4.8;-1.4;07.01.2003
32583;2003;1;8;-7.4;-6.2;-4.0;08.01.2003
32583;2003;1;9;-9.3;-7.7;-6.2;09.01.2003
32583;2003;1;10;-12.3;-10.1;-7.6;10.01.2003
32583;2003;1;11;-12.2;-9.6;-6.5;11.01.2003
32583;2003;1;12;-15.7;-13.9;-10.3;12.01.2003
32583;2003;1;13;-19.4;-16.5;-12.6;13.01.2003
32583;2003;1;14;-13.5;-7.9;-1.0;14.01.2003
32583;2003;1;15;-13.3;-9.2;-4.2;15.01.2003
32583;2003;1;16;-11.6;-9.7;-7.9;16.01.2003
32583;2003;1;17;-12.6;-10.3;-7.6;17.01.2003
32583;2003;1;18;-10.4;-9.3;-7.9;18.01.2003
32583;2003;1;19;-8.7;-5.5;-2.4;19.01.2003
32583;2003;1;20;-3.5;-1.7;0.3;20.01.2003
32583;2003;1;21;-2.5;-0.8;01.июл;21.01.2003
32583;2003;1;22;-4.8;-3.6;-1.5;22.01.2003
32583;2003;1;23;-6.5;-4.4;-2.5;23.01.2003
32583;2003;1;24;-12.0;-9.5;-3.6;24.01.2003
32583;2003;1;25;-11.4;-8.8;-6.0;25.01.2003
32583;2003;1;26;-8.9;-7.1;-3.0;26.01.2003
32583;2003;1;27;-10.3;-7.2;-4.9;27.01.2003
32583;2003;1;28;-9.6;-7.4;-5.5;28.01.2003
32583;2003;1;29;-11.5;-5.7;-2.1;29.01.2003
32583;2003;1;30;-2.5;0.6;04.янв;30.01.2003
32583;2003;1;31;0.0;01.апр;03.июн;31.01.2003
32583;2003;2;1;-0.7;-0.3;01.май;01.02.2003
32583;2003;2;2;-5.2;-3.2;-0.3;02.02.2003
32583;2003;2;3;-5.2;-3.3;-0.3;03.02.2003
32583;2003;2;4;-6.7;-4.5;-2.0;04.02.2003
32583;2003;2;5;-4.9;-3.4;-1.4;05.02.2003
32583;2003;2;6;-2.8;-2.0;-1.1;06.02.2003
32583;2003;2;7;-2.7;-1.2;0.0;07.02.2003
32583;2003;2;8;-3.5;-2.0;-0.5;08.02.2003
32583;2003;2;9;-3.5;-1.8;0.6;09.02.2003
32583;2003;2;10;-5.5;-3.3;-1.0;10.02.2003
32583;2003;2;11;-3.2;-2.7;-1.4;11.02.2003
32583;2003;2;12;-7.3;-3.9;-1.8;12.02.2003
32583;2003;2;13;-5.7;-2.0;01.сен;13.02.2003
32583;2003;2;14;-8.4;-6.9;-4.5;14.02.2003
32583;2003;2;15;-11.3;-8.7;-5.4;15.02.2003
32583;2003;2;16;-13.8;-11.2;-7.6;16.02.2003
32583;2003;2;17;-10.9;-7.6;-2.7;17.02.2003
32583;2003;2;18;-5.8;-3.2;-0.4;18.02.2003
32583;2003;2;19;-4.5;-3.7;-1.1;19.02.2003
32583;2003;2;20;-7.9;-5.7;-3.3;20.02.2003
32583;2003;2;21;-13.0;-8.9;-4.9;21.02.2003
32583;2003;2;22;-7.7;-5.7;-2.4;22.02.2003
32583;2003;2;23;-8.2;-5.8;-2.6;23.02.2003
32583;2003;2;24;-7.5;-5.7;-3.1;24.02.2003
32583;2003;2;25;-12.4;-9.1;-5.1;25.02.2003
32583;2003;2;26;-14.4;-10.2;-5.8;26.02.2003
32583;2003;2;27;-12.4;-9.6;-6.1;27.02.2003
32583;2003;2;28;-13.6;-10.7;-6.7;28.02.2003
32583;2003;3;1;-12.7;-10.3;-6.6;01.03.2003
32583;2003;3;2;-11.6;-9.1;-4.1;02.03.2003
32583;2003;3;3;-13.9;-10.1;-2.7;03.03.2003
32583;2003;3;4;-3.8;-1.8;0.0;04.03.2003
32583;2003;3;5;-2.3;-0.2;02.сен;05.03.2003
32583;2003;3;6;-7.6;-4.7;-1.8;06.03.2003
32583;2003;3;7;-8.3;-5.6;-0.7;07.03.2003
32583;2003;3;8;-10.5;-7.4;-3.7;08.03.2003
32583;2003;3;9;-11.7;-7.3;0.2;09.03.2003
32583;2003;3;10;-5.6;-0.7;02.фев;10.03.2003
32583;2003;3;11;0.3;01.янв;02.июн;11.03.2003
32583;2003;3;12;-2.9;-0.1;3.0;12.03.2003
32583;2003;3;13;-1.0;0.1;01.июн;13.03.2003
32583;2003;3;14;-1.7;-0.2;01.мар;14.03.2003
32583;2003;3;15;-2.5;-0.9;02.сен;15.03.2003
32583;2003;3;16;-5.4;-2.5;03.апр;16.03.2003
32583;2003;3;17;-5.0;-2.4;2.0;17.03.2003
32583;2003;3;18;-7.3;-4.9;-2.0;18.03.2003
32583;2003;3;19;-6.5;-3.6;02.апр;19.03.2003
32583;2003;3;20;-7.9;-4.4;02.мар;20.03.2003
32583;2003;3;21;-7.5;-4.5;-1.0;21.03.2003
32583;2003;3;22;-5.9;-2.5;02.июн;22.03.2003
32583;2003;3;23;-6.0;-3.4;0.7;23.03.2003
32583;2003;3;24;-8.2;-4.5;01.апр;24.03.2003
32583;2003;3;25;-5.5;-2.8;02.июл;25.03.2003
32583;2003;3;26;-2.8;-1.4;0.1;26.03.2003
32583;2003;3;27;-3.3;-0.8;01.авг;27.03.2003
32583;2003;3;28;-4.7;-2.2;02.май;28.03.2003
32583;2003;3;29;-6.1;-3.3;01.фев;29.03.2003
